hh_g02,unit,region,kg_convwt0,kg_convwt1
812,20,2,,.012
812,20,3,,.0135
820,9,1,.35,.2243
820,9,2,.31,.2950488
820,9,3,.32,.3037222
821,10,1,.33,.5004783
821,10,2,.24,.2038529
821,10,3,.28,.2963056
821,6,1,.21,.2267222
821,6,2,.23,.2093793
821,6,3,.22,.2368333
821,7,1,.32,.3691562
821,7,2,.32,.2546957
821,7,3,.25,.2619375
821,9,1,,.0191667
821,9,2,,.0715
821,9,3,,.2703333
822,9,1,.06,.0772326
822,9,2,.16,.0333333
822,9,3,.28,.0977692
823,9,1,.07,.0732
823,9,2,.08,.0816316
823,9,3,.1,.0613333
824,9,1,.1,.0956585
824,9,2,.05,.055981
824,9,3,.11,.0872941
825,9,1,.02,.0179524
825,9,2,.02,.0299574
825,9,3,.02,.0310739
826,9,1,.11,.0255
826,9,2,.02,.0448333
826,9,3,.09,.0413846
827,9,1,.06,.041635
827,9,2,.05,.0394026
827,9,3,.1,.0527889
828,9,1,.04,.0346667
828,9,2,.06,.04568
828,9,3,.05,.0436562
5021,10,1,.19,
5021,10,2,.19,
5021,10,3,.19,
5021,10A,1,.08,.084
5021,10A,2,.06,.086
5021,10A,3,.06,.0445
5021,10B,1,.28,.4108636
5021,10B,2,.17,.1712727
5021,10B,3,.14,.1172
5021,10C,1,1.22,.555
5021,10C,2,.21,.1509
5021,10C,3,.37,.106
5021,10D,1,.08,.059127
5021,10D,2,.08,.0711509
5021,10D,3,.11,.0596667
5021,10E,1,.25,.0881667
5021,10E,2,.13,.0925192
5021,10E,3,.15,.077961
5021,10F,1,.75,.1406441
5021,10F,2,.22,.1051935
5021,10F,3,.19,.0928
5021,9,1,.21,
5021,9,2,.13,
5021,9,3,.19,
5021,9A,1,.08,.089
5021,9A,2,.05,.08
5021,9A,3,.04,.036
5021,9B,1,.21,.2577083
5021,9B,2,.13,.1641053
5021,9B,3,.19,.1192075
5021,9C,1,.84,.3522222
5021,9C,2,.4,.2691875
5021,9C,3,.36,.1545349
5022,10,1,.19,
5022,10,2,.19,
5022,10,3,.19,
5022,10A,1,.08,.084
5022,10A,2,.06,.086
5022,10A,3,.06,.0445
5022,10B,1,.28,.4108636
5022,10B,2,.17,.1712727
5022,10B,3,.14,.1172
5022,10C,1,1.22,.555
5022,10C,2,.21,.1509
5022,10C,3,.37,.106
5022,10D,1,.08,.059127
5022,10D,2,.08,.0711509
5022,10D,3,.11,.0596667
5022,10E,1,.25,.0881667
5022,10E,2,.13,.0925192
5022,10E,3,.15,.077961
5022,10F,1,.75,.1406441
5022,10F,2,.22,.1051935
5022,10F,3,.19,.0928
5022,9,1,.21,
5022,9,2,.13,
5022,9,3,.19,
5022,9A,1,.08,.089
5022,9A,2,.05,.08
5022,9A,3,.04,.036
5022,9B,1,.21,.2577083
5022,9B,2,.13,.1641053
5022,9B,3,.19,.1192075
5022,9C,1,.84,.3522222
5022,9C,2,.4,.2691875
5022,9C,3,.36,.1545349
5023,10,1,.19,
5023,10,2,.19,
5023,10,3,.19,
5023,10A,1,.08,.084
5023,10A,2,.06,.086
5023,10A,3,.06,.0445
5023,10B,1,.28,.4108636
5023,10B,2,.17,.1712727
5023,10B,3,.14,.1172
5023,10C,1,1.22,.555
5023,10C,2,.21,.1509
5023,10C,3,.37,.106
5023,10D,1,.08,.059127
5023,10D,2,.08,.0711509
5023,10D,3,.11,.0596667
5023,10E,1,.25,.0881667
5023,10E,2,.13,.0925192
5023,10E,3,.15,.077961
5023,10F,1,.75,.1406441
5023,10F,2,.22,.1051935
5023,10F,3,.19,.0928
5023,9,1,.21,
5023,9,2,.13,
5023,9,3,.19,
5023,9A,1,.08,.089
5023,9A,2,.05,.08
5023,9A,3,.04,.036
5023,9B,1,.21,.2577083
5023,9B,2,.13,.1641053
5023,9B,3,.19,.1192075
5023,9C,1,.84,.3522222
5023,9C,2,.4,.2691875
5023,9C,3,.36,.1545349
5031,10,1,.34,
5031,10,2,.34,
5031,10,3,.34,
5031,10A,1,.17,.5201052
5031,10A,2,.29,.172
5031,10A,3,.22,.15175
5031,10B,1,.28,.6408
5031,10B,2,.31,.1046667
5031,10B,3,.33,.1367778
5031,10C,1,.79,.8515
5031,10C,2,.41,.157
5031,10C,3,.37,.102
5031,10D,1,.28,.21684
5031,10D,2,.17,.1283333
5031,10D,3,.22,.0777333
5031,10E,1,.37,.1775667
5031,10E,2,.29,.1355
5031,10E,3,.44,.0707222
5031,10F,1,.77,.3556
5031,10F,2,.42,.765
5031,10F,3,.64,.3882857
5031,9,1,.44,
5031,9,2,.37,
5031,9,3,.41,
5031,9A,1,.35,.6466364
5031,9A,2,.19,.139625
5031,9A,3,.28,.099973
5031,9B,1,.44,.6752917000000001
5031,9B,2,.37,.3370769
5031,9B,3,.41,.1495161
5031,9C,1,.77,.9763636999999999
5031,9C,2,.71,.2777692
5031,9C,3,.52,.3207369
5032,10,1,.34,
5032,10,2,.34,
5032,10,3,.34,
5032,10A,1,.17,.5201052
5032,10A,2,.29,.172
5032,10A,3,.22,.15175
5032,10B,1,.28,.6408
5032,10B,2,.31,.1046667
5032,10B,3,.33,.1367778
5032,10C,1,.79,.8515
5032,10C,2,.41,.157
5032,10C,3,.37,.102
5032,10D,1,.28,.21684
5032,10D,2,.17,.1283333
5032,10D,3,.22,.0777333
5032,10E,1,.37,.1775667
5032,10E,2,.29,.1355
5032,10E,3,.44,.0707222
5032,10F,1,.77,.3556
5032,10F,2,.42,.765
5032,10F,3,.64,.3882857
5032,9,1,.44,
5032,9,2,.37,
5032,9,3,.41,
5032,9A,1,.35,.6466364
5032,9A,2,.19,.139625
5032,9A,3,.28,.099973
5032,9B,1,.44,.6752917000000001
5032,9B,2,.37,.3370769
5032,9B,3,.41,.1495161
5032,9C,1,.77,.9763636999999999
5032,9C,2,.71,.2777692
5032,9C,3,.52,.3207369
5033,10,1,.34,
5033,10,2,.34,
5033,10,3,.34,
5033,10A,1,.17,.5201052
5033,10A,2,.29,.172
5033,10A,3,.22,.15175
5033,10B,1,.28,.6408
5033,10B,2,.31,.1046667
5033,10B,3,.33,.1367778
5033,10C,1,.79,.8515
5033,10C,2,.41,.157
5033,10C,3,.37,.102
5033,10D,1,.28,.21684
5033,10D,2,.17,.1283333
5033,10D,3,.22,.0777333
5033,10E,1,.37,.1775667
5033,10E,2,.29,.1355
5033,10E,3,.44,.0707222
5033,10F,1,.77,.3556
5033,10F,2,.42,.765
5033,10F,3,.64,.3882857
5033,9,1,.44,
5033,9,2,.37,
5033,9,3,.41,
5033,9A,1,.35,.6466364
5033,9A,2,.19,.139625
5033,9A,3,.28,.099973
5033,9B,1,.44,.6752917000000001
5033,9B,2,.37,.3370769
5033,9B,3,.41,.1495161
5033,9C,1,.77,.9763636999999999
5033,9C,2,.71,.2777692
5033,9C,3,.52,.3207369
5121,10,1,,.1498044
5121,10,2,,.1379655
5121,10,3,,.1141184
5121,10A,1,.07,
5121,10A,2,.08,
5121,10A,3,.07,
5121,10B,1,.16,
5121,10B,2,.14,
5121,10B,3,.17,
5121,9,1,.26,.036
5121,9,2,.16,.044
5121,9,3,.14,.0662241
5121,9A,1,.04,
5121,9A,2,.04,
5121,9A,3,.05,
5121,9B,1,.26,
5121,9B,2,.16,
5121,9B,3,.14,
5121,9C,1,.32,
5121,9C,2,.32,
5121,9C,3,.32,
5122,10,1,,.1498044
5122,10,2,,.1379655
5122,10,3,,.1141184
5122,10A,1,.07,
5122,10A,2,.08,
5122,10A,3,.07,
5122,10B,1,.16,
5122,10B,2,.14,
5122,10B,3,.17,
5122,9,1,.26,.036
5122,9,2,.16,.044
5122,9,3,.14,.0662241
5122,9A,1,.04,
5122,9A,2,.04,
5122,9A,3,.05,
5122,9B,1,.26,
5122,9B,2,.16,
5122,9B,3,.14,
5122,9C,1,.32,
5122,9C,2,.32,
5122,9C,3,.32,
5123,10,1,,.1498044
5123,10,2,,.1379655
5123,10,3,,.1141184
5123,10A,1,.07,
5123,10A,2,.08,
5123,10A,3,.07,
5123,10B,1,.16,
5123,10B,2,.14,
5123,10B,3,.17,
5123,9,1,.26,.036
5123,9,2,.16,.044
5123,9,3,.14,.0662241
5123,9A,1,.04,
5123,9A,2,.04,
5123,9A,3,.05,
5123,9B,1,.26,
5123,9B,2,.16,
5123,9B,3,.14,
5123,9C,1,.32,
5123,9C,2,.32,
5123,9C,3,.32,
